"Product Name","Product SKU","Template Name","Option Type","Option Title","Option ID","Option Value ID","Option Value Title",Price,"Price Type","Option Value SKU","Option Value Qty","Option Value Manage Stock","Option Value Cost","Option Value Description","Fast Ship","Custom Order","Tooltip Image","Tooltip Image Type","Base Image","Base Image Type","Images Data",mageworx_option_type_id
,,,drop_down,,52704,311344,"Orange (100% wool)",15.0000,percent,YT8014,0.00,0,0.00,,0,1,/t/o/tomato-200x200-yt8014_1.jpg,image,/t/o/tomato-200x200-yt8014_1.jpg,image,"[{""value"":""/t/o/tomato-200x200-yt8014_1.jpg"",""option_type_image_id"":""448350"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0c16fea-458e-11e8-af31-0219d58c2290
"Scotia bench with arms",yt-001308,,drop_down,"Select a color:",52705,311345,"Black (corrected)",25.0000,percent,YTC015,0.00,0,0.00,,0,1,/y/t/ytc015-black-corrected-soft.jpg,image,/y/t/ytc015-black-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc015-black-corrected-soft.jpg"",""option_type_image_id"":""448351"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e01df5-458e-11e8-af31-0219d58c2290
,,,drop_down,,52705,311346,"Cream (corrected)",25.0000,percent,YTC014,0.00,0,0.00,,0,1,/y/t/ytc014-cream-corrected-soft.jpg,image,/y/t/ytc014-cream-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc014-cream-corrected-soft.jpg"",""option_type_image_id"":""448352"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e0a0d9-458e-11e8-af31-0219d58c2290
,,,drop_down,,52705,311347,"Black (aniline)",33.0000,percent,YTA007,0.00,0,0.00,,0,1,/y/t/yta007-black-aniline-soft.jpg,image,/y/t/yta007-black-aniline-soft.jpg,image,"[{""value"":""/y/t/yta007-black-aniline-soft.jpg"",""option_type_image_id"":""448353"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e1298a-458e-11e8-af31-0219d58c2290
,,,drop_down,,52705,311348,"Pure white (aniline)",33.0000,percent,YTA008,0.00,0,0.00,,0,1,/y/t/yta008-pure-white-aniline-soft.jpg,image,/y/t/yta008-pure-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta008-pure-white-aniline-soft.jpg"",""option_type_image_id"":""448354"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e1b2ba-458e-11e8-af31-0219d58c2290
,,,drop_down,,52705,311349,"Cream (aniline)",33.0000,percent,YTA022,0.00,0,0.00,,0,1,/y/t/yta022-cream-aniline-soft.jpg,image,/y/t/yta022-cream-aniline-soft.jpg,image,"[{""value"":""/y/t/yta022-cream-aniline-soft.jpg"",""option_type_image_id"":""448355"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e24e92-458e-11e8-af31-0219d58c2290
,,,drop_down,,52705,311350,"White (aniline)",33.0000,percent,WYA023,0.00,0,0.00,,0,1,/y/t/yta023-white-aniline-soft.jpg,image,/y/t/yta023-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta023-white-aniline-soft.jpg"",""option_type_image_id"":""448356"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e2d7fe-458e-11e8-af31-0219d58c2290
,,,drop_down,,52705,311351,"Camel (aniline)",33.0000,percent,YTA024,0.00,0,0.00,,0,1,/y/t/yta024-camel-aniline-soft.jpg,image,/y/t/yta024-camel-aniline-soft.jpg,image,"[{""value"":""/y/t/yta024-camel-aniline-soft.jpg"",""option_type_image_id"":""448357"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e33f20-458e-11e8-af31-0219d58c2290
,,,drop_down,,52705,311352,"Red (aniline)",33.0000,percent,YTA016,0.00,0,0.00,,0,1,/y/t/yta016-red-aniline-soft.jpg,image,/y/t/yta016-red-aniline-soft.jpg,image,"[{""value"":""/y/t/yta016-red-aniline-soft.jpg"",""option_type_image_id"":""448358"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e3cc00-458e-11e8-af31-0219d58c2290
,,,drop_down,,52705,311353,"Coffee (aniline)",33.0000,percent,YTA017,0.00,0,0.00,,0,1,/y/t/yta017-coffee-aniline-soft.jpg,image,/y/t/yta017-coffee-aniline-soft.jpg,image,"[{""value"":""/y/t/yta017-coffee-aniline-soft.jpg"",""option_type_image_id"":""448359"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0e44e66-458e-11e8-af31-0219d58c2290
"Scotia bench with arms",yt-001308,,drop_down,"Select a color",52706,311354,"Tan (antique grain)",75.0000,percent,YTW009,0.00,0,0.00,,0,1,/y/t/ytw009-tan-anitque-waxy.jpg,image,/y/t/ytw009-tan-anitque-waxy.jpg,image,"[{""value"":""/y/t/ytw009-tan-anitque-waxy.jpg"",""option_type_image_id"":""448360"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0fbdfb5-458e-11e8-af31-0219d58c2290
,,,drop_down,,52706,311355,"Dark tan (antique grain)",75.0000,percent,YTW010,0.00,0,0.00,,0,1,/y/t/ytw010-dark-tan-antique-waxy.jpg,image,/y/t/ytw010-dark-tan-antique-waxy.jpg,image,"[{""value"":""/y/t/ytw010-dark-tan-antique-waxy.jpg"",""option_type_image_id"":""448361"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0fc63c0-458e-11e8-af31-0219d58c2290
,,,drop_down,,52706,311356,"Caramel (antique grain)",75.0000,percent,YTW019,0.00,0,0.00,,0,1,/y/t/ytw019-caramel-waxy-antique.jpg,image,/y/t/ytw019-caramel-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw019-caramel-waxy-antique.jpg"",""option_type_image_id"":""448362"",""title_text"":"""",""sort_order"":""2"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0fce963-458e-11e8-af31-0219d58c2290
,,,drop_down,,52706,311357,"Dark burgundy (antique grain)",75.0000,percent,YTW020,0.00,0,0.00,,0,1,/y/t/ytw020-dark-burgundy-waxy-antique.jpg,image,/y/t/ytw020-dark-burgundy-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw020-dark-burgundy-waxy-antique.jpg"",""option_type_image_id"":""448363"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0fd6ed1-458e-11e8-af31-0219d58c2290
,,,drop_down,,52706,311358,"Olive green (antique grain)",75.0000,percent,YTW021,0.00,0,0.00,,0,1,/y/t/ytw021-olive-green-waxy-antique.jpg,image,/y/t/ytw021-olive-green-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw021-olive-green-waxy-antique.jpg"",""option_type_image_id"":""448364"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0fdfe9a-458e-11e8-af31-0219d58c2290
,,,drop_down,,52706,311359,"Light grey (smooth grain)",75.0000,percent,YTW021,0.00,0,0.00,,0,1,/y/t/ytw018-light-grey-waxy-smooth.jpg,image,/y/t/ytw018-light-grey-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw018-light-grey-waxy-smooth.jpg"",""option_type_image_id"":""448365"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0fe8b72-458e-11e8-af31-0219d58c2290
,,,drop_down,,52706,311360,"Dark brown (smooth grain)",75.0000,percent,YTW081,0.00,0,0.00,,0,1,/y/t/ytw081-dark-brown-waxy-smooth.jpg,image,/y/t/ytw081-dark-brown-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw081-dark-brown-waxy-smooth.jpg"",""option_type_image_id"":""448366"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0ff18bd-458e-11e8-af31-0219d58c2290
,,,drop_down,,52706,311361,"Dark grey (smooth grain)",75.0000,percent,YTW082,0.00,0,0.00,,0,1,/y/t/ytw082-dark-grey-waxy-smooth.jpg,image,/y/t/ytw082-dark-grey-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw082-dark-grey-waxy-smooth.jpg"",""option_type_image_id"":""448367"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c0ff9df3-458e-11e8-af31-0219d58c2290
"Scotia bench with arms",yt-001308,,checkbox,"I have my own material/leather (COM/COL)",52707,311362,"Yes, I'd like to use my own material",10.0000,percent,,0.00,0,0.00,,0,1,,,,,,c1151f6b-458e-11e8-af31-0219d58c2290
"Scotia bench with arms",yt-001308,,checkbox,"Need It Faster? Rush Delivery Available.",52708,311363,Yes,12.0000,percent,,0.00,0,0.00,,0,0,,,,,,c11900b1-458e-11e8-af31-0219d58c2290
"Scotia bench",yt-001307,,drop_down,"Select a color",52696,311288,"White (80/20)",0.0000,fixed,YT8006,0.00,0,0.00,,0,1,/c/l/cloud-yt8006-200x200_1.jpg,image,/c/l/cloud-yt8006-200x200_1.jpg,image,"[{""value"":""/c/l/cloud-yt8006-200x200_1.jpg"",""option_type_image_id"":""448368"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c815db9a-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311289,"Wheat  (80/20)",0.0000,fixed,YT8007,0.00,0,0.00,,0,1,/s/m/smoke-yt8007-200x200_1.jpg,image,/s/m/smoke-yt8007-200x200_1.jpg,image,"[{""value"":""/s/m/smoke-yt8007-200x200_1.jpg"",""option_type_image_id"":""448369"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c8165e91-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311290,"Darkish (80/20)",0.0000,fixed,YT8008,0.00,0,0.00,,0,1,/c/h/charcoal-yt8008-200x200_2.jpg,image,/c/h/charcoal-yt8008-200x200_2.jpg,image,"[{""value"":""/c/h/charcoal-yt8008-200x200_2.jpg"",""option_type_image_id"":""448370"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c816e109-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311291,"Black (80/20)",0.0000,fixed,YT8009,0.00,0,0.00,,0,1,/e/b/ebony-yt1003-200x200_1.jpg,image,/e/b/ebony-yt1003-200x200_1.jpg,image,"[{""value"":""/e/b/ebony-yt1003-200x200_1.jpg"",""option_type_image_id"":""448371"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c8176bba-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311292,"Red (80/20)",0.0000,fixed,YT8004,0.00,0,0.00,,0,1,/c/r/crimson-yt8004-200x200_1.jpg,image,/c/r/crimson-yt8004-200x200_1.jpg,image,"[{""value"":""/c/r/crimson-yt8004-200x200_1.jpg"",""option_type_image_id"":""448372"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c817f0c1-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311293,"Yellow (80/20)",0.0000,fixed,YT8015,0.00,0,0.00,,0,1,/b/u/butterscotch-yt8015-200x200_2.jpg,image,/b/u/butterscotch-yt8015-200x200_2.jpg,image,"[{""value"":""/b/u/butterscotch-yt8015-200x200_2.jpg"",""option_type_image_id"":""448373"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c818764f-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311294,"Purple (100% wool)",200.0000,fixed,YT1010,0.00,0,0.00,,0,1,/e/g/eggplant-yt8010-200x200_1.jpg,image,/e/g/eggplant-yt8010-200x200_1.jpg,image,"[{""value"":""/e/g/eggplant-yt8010-200x200_1.jpg"",""option_type_image_id"":""448374"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c818f2e3-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311295,"Rose (100% wool)",200.0000,fixed,YT1011,0.00,0,0.00,,0,1,/r/u/ruby-yt1011-200x200_1.jpg,image,/r/u/ruby-yt1011-200x200_1.jpg,image,"[{""value"":""/r/u/ruby-yt1011-200x200_1.jpg"",""option_type_image_id"":""448375"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c8194e92-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311296,"Blue (100% wool)",200.0000,fixed,YT1012,0.00,0,0.00,,0,1,/c/o/cornflower-yt1012-200x200_1.jpg,image,/c/o/cornflower-yt1012-200x200_1.jpg,image,"[{""value"":""/c/o/cornflower-yt1012-200x200_1.jpg"",""option_type_image_id"":""448376"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c819cd6d-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311297,"Emerald (100% wool)",200.0000,fixed,YT1003,0.00,0,0.00,,0,1,/e/m/emerald-yt1003-200x200_1.jpg,image,/e/m/emerald-yt1003-200x200_1.jpg,image,"[{""value"":""/e/m/emerald-yt1003-200x200_1.jpg"",""option_type_image_id"":""448377"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c81a55b7-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311298,"Green (100% wool)",200.0000,fixed,YT1013,0.00,0,0.00,,0,1,/p/e/pea-yt1013-200x200_1.jpg,image,/p/e/pea-yt1013-200x200_1.jpg,image,"[{""value"":""/p/e/pea-yt1013-200x200_1.jpg"",""option_type_image_id"":""448378"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c81ae3c9-458f-11e8-af31-0219d58c2290
,,,drop_down,,52696,311299,"Orange (100% wool)",200.0000,fixed,YT8014,0.00,0,0.00,,0,1,/t/o/tomato-200x200-yt8014_1.jpg,image,/t/o/tomato-200x200-yt8014_1.jpg,image,"[{""value"":""/t/o/tomato-200x200-yt8014_1.jpg"",""option_type_image_id"":""448379"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c81b42f8-458f-11e8-af31-0219d58c2290
"Scotia bench",yt-001307,,drop_down,"Select a color:",52697,311300,"Black (corrected)",400.0000,fixed,YTC015,0.00,0,0.00,,0,1,/y/t/ytc015-black-corrected-soft.jpg,image,/y/t/ytc015-black-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc015-black-corrected-soft.jpg"",""option_type_image_id"":""448380"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83a9bc6-458f-11e8-af31-0219d58c2290
,,,drop_down,,52697,311301,"Cream (corrected)",400.0000,fixed,YTC014,0.00,0,0.00,,0,1,/y/t/ytc014-cream-corrected-soft.jpg,image,/y/t/ytc014-cream-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc014-cream-corrected-soft.jpg"",""option_type_image_id"":""448381"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83b2277-458f-11e8-af31-0219d58c2290
,,,drop_down,,52697,311302,"Black (aniline)",500.0000,fixed,YTA007,0.00,0,0.00,,0,1,/y/t/yta007-black-aniline-soft.jpg,image,/y/t/yta007-black-aniline-soft.jpg,image,"[{""value"":""/y/t/yta007-black-aniline-soft.jpg"",""option_type_image_id"":""448382"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83ba937-458f-11e8-af31-0219d58c2290
,,,drop_down,,52697,311303,"Pure white (aniline)",500.0000,fixed,YTA008,0.00,0,0.00,,0,1,/y/t/yta008-pure-white-aniline-soft.jpg,image,/y/t/yta008-pure-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta008-pure-white-aniline-soft.jpg"",""option_type_image_id"":""448383"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83c280f-458f-11e8-af31-0219d58c2290
,,,drop_down,,52697,311304,"Cream (aniline)",500.0000,fixed,YTA022,0.00,0,0.00,,0,1,/y/t/yta022-cream-aniline-soft.jpg,image,/y/t/yta022-cream-aniline-soft.jpg,image,"[{""value"":""/y/t/yta022-cream-aniline-soft.jpg"",""option_type_image_id"":""448384"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83cadff-458f-11e8-af31-0219d58c2290
,,,drop_down,,52697,311305,"White (aniline)",500.0000,fixed,WYA023,0.00,0,0.00,,0,1,/y/t/yta023-white-aniline-soft.jpg,image,/y/t/yta023-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta023-white-aniline-soft.jpg"",""option_type_image_id"":""448385"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83d31b9-458f-11e8-af31-0219d58c2290
,,,drop_down,,52697,311306,"Camel (aniline)",500.0000,fixed,YTA024,0.00,0,0.00,,0,1,/y/t/yta024-camel-aniline-soft.jpg,image,/y/t/yta024-camel-aniline-soft.jpg,image,"[{""value"":""/y/t/yta024-camel-aniline-soft.jpg"",""option_type_image_id"":""448386"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83dc6ba-458f-11e8-af31-0219d58c2290
,,,drop_down,,52697,311307,"Red (aniline)",500.0000,fixed,YTA016,0.00,0,0.00,,0,1,/y/t/yta016-red-aniline-soft.jpg,image,/y/t/yta016-red-aniline-soft.jpg,image,"[{""value"":""/y/t/yta016-red-aniline-soft.jpg"",""option_type_image_id"":""448387"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83e4c60-458f-11e8-af31-0219d58c2290
,,,drop_down,,52697,311308,"Coffee (aniline)",500.0000,fixed,YTA017,0.00,0,0.00,,0,1,/y/t/yta017-coffee-aniline-soft.jpg,image,/y/t/yta017-coffee-aniline-soft.jpg,image,"[{""value"":""/y/t/yta017-coffee-aniline-soft.jpg"",""option_type_image_id"":""448388"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c83ececd-458f-11e8-af31-0219d58c2290
"Scotia bench",yt-001307,,drop_down,"Select a color",52698,311309,"Tan (antique grain)",900.0000,fixed,YTW009,0.00,0,0.00,,0,1,/y/t/ytw009-tan-anitque-waxy.jpg,image,/y/t/ytw009-tan-anitque-waxy.jpg,image,"[{""value"":""/y/t/ytw009-tan-anitque-waxy.jpg"",""option_type_image_id"":""448389"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c85675e4-458f-11e8-af31-0219d58c2290
,,,drop_down,,52698,311310,"Dark tan (antique grain)",900.0000,fixed,YTW010,0.00,0,0.00,,0,1,/y/t/ytw010-dark-tan-antique-waxy.jpg,image,/y/t/ytw010-dark-tan-antique-waxy.jpg,image,"[{""value"":""/y/t/ytw010-dark-tan-antique-waxy.jpg"",""option_type_image_id"":""448390"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c856fc03-458f-11e8-af31-0219d58c2290
,,,drop_down,,52698,311311,"Caramel (antique grain)",900.0000,fixed,YTW019,0.00,0,0.00,,0,1,/y/t/ytw019-caramel-waxy-antique.jpg,image,/y/t/ytw019-caramel-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw019-caramel-waxy-antique.jpg"",""option_type_image_id"":""448391"",""title_text"":"""",""sort_order"":""2"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c857829d-458f-11e8-af31-0219d58c2290
,,,drop_down,,52698,311312,"Dark burgundy (antique grain)",900.0000,fixed,YTW020,0.00,0,0.00,,0,1,/y/t/ytw020-dark-burgundy-waxy-antique.jpg,image,/y/t/ytw020-dark-burgundy-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw020-dark-burgundy-waxy-antique.jpg"",""option_type_image_id"":""448392"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c85817ea-458f-11e8-af31-0219d58c2290
,,,drop_down,,52698,311313,"Olive green (antique grain)",900.0000,fixed,YTW021,0.00,0,0.00,,0,1,/y/t/ytw021-olive-green-waxy-antique.jpg,image,/y/t/ytw021-olive-green-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw021-olive-green-waxy-antique.jpg"",""option_type_image_id"":""448393"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c858a1c4-458f-11e8-af31-0219d58c2290
,,,drop_down,,52698,311314,"Light grey (smooth grain)",900.0000,fixed,YTW021,0.00,0,0.00,,0,1,/y/t/ytw018-light-grey-waxy-smooth.jpg,image,/y/t/ytw018-light-grey-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw018-light-grey-waxy-smooth.jpg"",""option_type_image_id"":""448394"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c8592cfa-458f-11e8-af31-0219d58c2290
,,,drop_down,,52698,311315,"Dark brown (smooth grain)",900.0000,fixed,YTW081,0.00,0,0.00,,0,1,/y/t/ytw081-dark-brown-waxy-smooth.jpg,image,/y/t/ytw081-dark-brown-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw081-dark-brown-waxy-smooth.jpg"",""option_type_image_id"":""448395"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c859ba91-458f-11e8-af31-0219d58c2290
,,,drop_down,,52698,311316,"Dark grey (smooth grain)",900.0000,fixed,YTW082,0.00,0,0.00,,0,1,/y/t/ytw082-dark-grey-waxy-smooth.jpg,image,/y/t/ytw082-dark-grey-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw082-dark-grey-waxy-smooth.jpg"",""option_type_image_id"":""448396"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",c85a1d01-458f-11e8-af31-0219d58c2290
"Scotia bench",yt-001307,,checkbox,"I have my own material/leather (COM/COL)",52699,311317,"Yes, I'd like to use my own material",10.0000,percent,,0.00,0,0.00,,0,1,,,,,,c8700ef4-458f-11e8-af31-0219d58c2290
"Scotia bench",yt-001307,,checkbox,"Need It Faster? Rush Delivery Available.",52700,311318,Yes,12.0000,percent,,0.00,0,0.00,,0,0,,,,,,c873f3d6-458f-11e8-af31-0219d58c2290
"Scotia dining armchair",yt-001309-1,,drop_down,"Select a color",52890,312523,"White (80/20)",0.0000,fixed,YT8006,0.00,0,0.00,,0,1,/c/l/cloud-yt8006-200x200_1.jpg,image,/c/l/cloud-yt8006-200x200_1.jpg,image,"[{""value"":""/c/l/cloud-yt8006-200x200_1.jpg"",""option_type_image_id"":""448397"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",9778a900-4590-11e8-af31-0219d58c2290
